France VFR;T;014;LFMA;LFCM;VFR
France VFR;T;015;LFCM;LFCY;VFR
France VFR;T;016;LFCY;LFOV;VFR
France VFR;T;017;LFOV;LFEC;VFR
France VFR;T;018;LFEC;LFRG;VFR
France VFR;T;019;LFRG;LFQJ;VFR
France VFR;T;020;LFQJ;LFPN;VFR
France VFR;T;021;LFPN;LFEK;VFR
France VFR;T;022;LFEK;LFSU;VFR
France VFR;T;023;LFSU;LFGJ;VFR
France VFR;T;024;LFGJ;LFHT;VFR
France VFR;T;025;LFHT;LFKT;VFR
France VFR;T;026;LFKT;LFMA;VFR
France ULM;T;481;LFLM;LFQW;VFR
France ULM;T;482;LFQW;LFJY;VFR
France ULM;T;483;LFJY;EBNM;VFR
France ULM;T;484;EBNM;LFAC;VFR
France ULM;T;485;LFAC;LFOI;VFR
France ULM;T;486;LFOI;LFOY;VFR
France ULM;T;487;LFOY;LFON;VFR
France ULM;T;488;LFON;LFRM;VFR
France ULM;T;489;LFRM;LFEF;VFR
France ULM;T;490;LFEF;LFQG;VFR
France ULM;T;491;LFQG;LFLM;VFR
Grece VFR;T;492;LGST;LGRD;VFR
Grece VFR;T;493;LGRD;LGSM;VFR
Grece VFR;T;494;LGSM;LGMT;VFR
Grece VFR;T;495;LGMT;LGAL;VFR
Grece VFR;T;496;LGAL;LGAX;VFR
Grece VFR;T;497;LGAX;LGKR;VFR
Grece VFR;T;498;LGKR;LGSK;VFR
Grece VFR;T;499;LGSK;LGZA;VFR
Grece VFR;T;500;LGZA;LGKC;VFR
Grece VFR;T;501;LGKC;LGSO;VFR
Grece VFR;T;502;LGSO;LGPL;VFR
Grece VFR;T;503;LGPL;LGST;VFR
Norvege VFR;T;504;ENSN;ENSO;VFR
Norvege VFR;T;505;ENSO;ENFL;VFR
Norvege VFR;T;506;ENFL;ENKB;VFR
Norvege VFR;T;507;ENKB;ENRM;VFR
Norvege VFR;T;508;ENRM;ENRS;VFR
Norvege VFR;T;509;ENRS;ENSK;VFR
Norvege VFR;T;510;ENSK;ENHK;VFR
Norvege VFR;T;511;ENHK;ENHV;VFR
Norvege VFR;T;512;ENHV;ENSS;VFR
Norvege VFR;T;513;ENSS;ENAT;VFR
Norvege VFR;T;514;ENAT;ENNK;VFR
Norvege VFR;T;515;ENNK;ENRA;VFR
Norvege VFR;T;516;ENRA;ENNM;VFR
Norvege VFR;T;517;ENNM;ENRO;VFR
Norvege VFR;T;518;ENRO;ENHA;VFR
Norvege VFR;T;519;ENHA;ENSN;VFR
Suisse VFR;T;520;LSGL;LSZL;VFR
Suisse VFR;T;521;LSZL;LSZT;VFR
Suisse VFR;T;522;LSZT;LSZS;VFR
Suisse VFR;T;523;LSZS;LSGE;VFR
Suisse VFR;T;524;LSGE;LSZR;VFR
Suisse VFR;T;525;LSZR;LSZJ;VFR
Suisse VFR;T;526;LSZJ;LSPM;VFR
Suisse VFR;T;527;LSPM;LSZI;VFR
Suisse VFR;T;528;LSZI;LSGP;VFR
Suisse VFR;T;529;LSGP;LSZE;VFR
Suisse VFR;T;530;LSZE;LSGL;VFR
